person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
21,male,Associate,$60.787,0,RENT,$10.000,EDUCATION,"6,16","16,00%",4,653,Yes,0
27,female,Bachelor,$35.399,4,RENT,$4.000,DEBTCONSOLIDATION,"6,99","11,00%",4,639,No,0
24,male,Master,$69.299,0,MORTGAGE,$14.118,VENTURE,"13,76","20,00%",4,640,No,0
22,male,High School,$108.519,0,MORTGAGE,$21.000,VENTURE,"10,98","19,00%",4,622,Yes,0
25,male,Bachelor,$40.185,3,MORTGAGE,$8.000,EDUCATION,"8,73","20,00%",4,648,No,0
25,male,Associate,$180.549,6,MORTGAGE,$12.199,MEDICAL,"9,26","7,00%",4,641,No,0
24,female,High School,$79.106,1,RENT,$9.600,PERSONAL,"12,91","12,00%",4,656,Yes,0
23,female,High School,$39.340,2,RENT,$1.672,EDUCATION,"7,81","4,00%",4,702,Yes,0
21,male,Bachelor,$43.805,0,RENT,$4.000,DEBTCONSOLIDATION,"5,97","9,00%",4,679,No,0
26,female,Bachelor,$96.634,4,MORTGAGE,$18.000,EDUCATION,"5,79","19,00%",4,662,Yes,0
23,male,Master,$23.821,4,OWN,$2.260,MEDICAL,"11,61","9,00%",4,620,Yes,0
24,male,Bachelor,$29.872,2,RENT,$2.000,EDUCATION,"11,84","7,00%",4,561,Yes,0
22,male,Master,$58.481,0,RENT,$7.239,PERSONAL,"11,97","12,00%",4,609,No,0
25,female,Bachelor,$80.379,4,RENT,$6.618,EDUCATION,"11,39","8,00%",4,692,Yes,0
26,female,High School,$151.067,1,MORTGAGE,$8.000,MEDICAL,"13,79","5,00%",4,558,Yes,0
23,female,High School,$75.529,1,RENT,$10.000,DEBTCONSOLIDATION,"13,8","13,00%",4,647,No,0
23,male,Associate,$48.843,2,OWN,$15.000,EDUCATION,"12,07","31,00%",4,661,Yes,0
26,male,Associate,$48.292,1,RENT,$3.500,MEDICAL,"6,77","7,00%",4,637,No,0
22,female,Associate,$51.527,3,MORTGAGE,$7.000,HOMEIMPROVEMENT,"9,84","14,00%",4,531,Yes,0
22,male,Bachelor,$67.074,0,RENT,$6.000,DEBTCONSOLIDATION,"8,9","9,00%",4,699,Yes,0
25,female,Bachelor,$54.867,4,MORTGAGE,$3.000,MEDICAL,"8,85","5,00%",4,658,Yes,0
23,female,High School,$47.458,0,RENT,$5.000,EDUCATION,"12,73","11,00%",4,502,Yes,0
22,male,Associate,$55.672,0,MORTGAGE,$7.000,EDUCATION,"7,86","13,00%",4,592,Yes,0
23,female,High School,$103.158,0,RENT,$12.000,VENTURE,"12,85","12,00%",4,644,No,0
22,male,Bachelor,$49.073,0,RENT,$3.600,MEDICAL,"5,98","7,00%",4,653,No,0
24,female,Associate,$97.397,3,MORTGAGE,$8.000,EDUCATION,"9,05","8,00%",4,607,No,0
25,male,Associate,$64.058,3,MORTGAGE,$4.000,VENTURE,"9,15","6,00%",4,642,Yes,0
26,female,Bachelor,$111.592,3,MORTGAGE,$3.865,HOMEIMPROVEMENT,"5,52","3,00%",4,641,Yes,0
24,male,Bachelor,$60.882,3,RENT,$5.000,EDUCATION,"9,84","8,00%",4,655,Yes,0
24,male,Master,$93.285,5,MORTGAGE,$12.000,DEBTCONSOLIDATION,"8,34","13,00%",4,668,Yes,0
26,female,Associate,$39.004,3,RENT,$6.400,VENTURE,"14,35","16,00%",4,635,Yes,0
25,female,High School,$198.669,0,MORTGAGE,$10.000,VENTURE,"9,18","5,00%",4,590,No,0
22,female,Bachelor,$58.526,0,MORTGAGE,$15.000,EDUCATION,"9,29","26,00%",4,640,No,0
25,female,Bachelor,$145.065,4,MORTGAGE,$20.000,MEDICAL,"10,87","14,00%",4,667,Yes,0
23,male,High School,$41.824,4,RENT,$5.000,EDUCATION,"9,8","12,00%",4,676,No,0
23,male,Bachelor,$70.633,0,MORTGAGE,$17.486,HOMEIMPROVEMENT,"9,97","25,00%",4,600,Yes,0
23,male,Master,$80.021,0,MORTGAGE,$12.000,VENTURE,"11,04","15,00%",4,698,Yes,0
25,male,High School,$93.215,2,MORTGAGE,$12.013,MEDICAL,"7,89","13,00%",4,678,Yes,0
25,male,Bachelor,$78.797,6,RENT,$4.800,HOMEIMPROVEMENT,"11,19","6,00%",4,667,Yes,0
24,female,High School,$53.748,1,RENT,$6.000,MEDICAL,"8,91","11,00%",4,607,No,0
23,male,Bachelor,$78.809,1,MORTGAGE,$12.500,DEBTCONSOLIDATION,"10,87","16,00%",4,634,Yes,0
24,female,High School,$36.941,1,RENT,$9.000,VENTURE,"6,93","24,00%",4,634,Yes,0
27,female,High School,$78.956,5,RENT,$8.400,EDUCATION,"7,43","11,00%",4,686,Yes,0
24,female,Master,$89.050,5,MORTGAGE,$7.000,EDUCATION,"6,99","8,00%",4,682,No,0
25,female,Bachelor,$69.334,2,RENT,$9.395,PERSONAL,"6,09","14,00%",4,722,Yes,0
24,male,Bachelor,$85.421,5,MORTGAGE,$7.226,DEBTCONSOLIDATION,"10,18","8,00%",4,553,Yes,0
23,male,Associate,$31.046,0,RENT,$5.542,VENTURE,"10,07","18,00%",4,549,Yes,0
22,male,Master,$60.856,0,RENT,$7.000,VENTURE,"14,89","12,00%",4,724,No,0
24,male,Associate,$49.112,0,RENT,$1.000,EDUCATION,"9,36","2,00%",4,602,No,0
25,male,Bachelor,$123.435,3,MORTGAGE,$20.000,DEBTCONSOLIDATION,"11,2","16,00%",4,675,Yes,0
25,female,High School,$50.404,2,RENT,$7.606,VENTURE,"10,86","15,00%",4,673,Yes,0
24,male,Associate,$103.021,1,MORTGAGE,$18.000,HOMEIMPROVEMENT,"11,19","17,00%",4,647,Yes,0
29,male,Associate,$128.279,4,MORTGAGE,$8.770,VENTURE,"8,9","7,00%",4,651,Yes,0
26,female,Associate,$67.132,6,RENT,$7.003,DEBTCONSOLIDATION,"12,51","10,00%",4,683,Yes,0
25,male,High School,$131.226,0,MORTGAGE,$8.000,PERSONAL,"12,42","6,00%",4,568,Yes,0
25,male,Bachelor,$216.924,2,MORTGAGE,$20.998,MEDICAL,"11,48","10,00%",4,620,Yes,0
25,female,Master,$72.346,1,RENT,$10.446,HOMEIMPROVEMENT,"9,18","14,00%",4,679,Yes,0
24,female,Bachelor,$78.666,0,MORTGAGE,$7.447,PERSONAL,"8,16","9,00%",4,668,Yes,0
23,male,Bachelor,$66.437,0,MORTGAGE,$15.000,MEDICAL,"11,62","23,00%",4,584,No,0
24,female,High School,$51.398,1,RENT,$6.000,MEDICAL,10,"12,00%",4,600,No,0
24,male,Master,$47.253,0,RENT,$4.000,EDUCATION,"12,74","8,00%",4,687,No,0
24,female,High School,$71.975,4,RENT,$17.000,MEDICAL,"10,26","24,00%",4,615,Yes,0
26,male,Associate,$72.233,4,MORTGAGE,$12.000,EDUCATION,"6,62","17,00%",4,565,Yes,0
24,female,High School,$46.879,0,RENT,$10.000,PERSONAL,"10,92","21,00%",4,644,Yes,0
24,female,Bachelor,$82.102,3,MORTGAGE,$8.309,VENTURE,"7,79","10,00%",4,594,Yes,0
25,female,Associate,$45.083,2,MORTGAGE,$7.500,PERSONAL,"14,96","17,00%",4,619,Yes,0
22,male,High School,$43.056,2,RENT,$8.000,EDUCATION,"7,82","19,00%",4,630,No,0
24,male,Bachelor,$61.137,1,RENT,$10.000,DEBTCONSOLIDATION,"7,38","16,00%",4,695,Yes,0
23,female,Master,$49.115,3,RENT,$4.000,EDUCATION,"11,43","8,00%",4,678,Yes,0
23,male,Bachelor,$45.917,1,RENT,$7.015,EDUCATION,"12,84","15,00%",4,686,Yes,0
24,female,Bachelor,$71.076,3,RENT,$1.341,EDUCATION,"13,14","2,00%",4,618,No,0
22,male,High School,$105.343,2,MORTGAGE,$1.561,PERSONAL,"10,15","1,00%",4,567,Yes,0
23,male,Associate,$35.815,0,RENT,$6.000,MEDICAL,"13,39","17,00%",4,671,No,0
25,male,High School,$82.850,3,RENT,$10.000,EDUCATION,"14,69","12,00%",4,639,No,0
24,male,Bachelor,$48.902,4,RENT,$6.000,EDUCATION,"6,37","12,00%",4,659,No,0
24,male,Master,$37.020,0,MORTGAGE,$4.303,EDUCATION,"9,44","12,00%",4,653,Yes,0
22,male,High School,$29.941,0,RENT,$1.923,EDUCATION,"11,57","6,00%",4,613,Yes,0
26,male,Associate,$127.332,7,MORTGAGE,$17.933,HOMEIMPROVEMENT,"9,4","14,00%",4,544,Yes,0
25,male,Master,$79.020,4,MORTGAGE,$1.523,VENTURE,"5,49","2,00%",4,651,Yes,0
26,male,High School,$65.222,2,RENT,$13.565,EDUCATION,"9,57","21,00%",4,619,No,0
23,female,High School,$73.011,1,MORTGAGE,$12.000,PERSONAL,"10,75","16,00%",4,545,Yes,0
22,female,Associate,$71.905,0,MORTGAGE,$6.486,MEDICAL,"10,96","9,00%",4,498,Yes,0
23,female,High School,$92.710,4,MORTGAGE,$6.000,DEBTCONSOLIDATION,"6,91","6,00%",4,697,No,0
22,male,High School,$29.670,0,RENT,$6.000,MEDICAL,"11,14","20,00%",4,553,No,0
24,male,Master,$66.261,1,RENT,$6.000,VENTURE,"9,94","9,00%",4,668,No,0
24,male,Associate,$65.826,3,MORTGAGE,$16.028,PERSONAL,"10,78","24,00%",4,566,Yes,0
24,male,Associate,$55.179,0,RENT,$3.000,MEDICAL,"10,83","5,00%",4,585,Yes,0
24,female,Bachelor,$89.293,1,MORTGAGE,$7.000,EDUCATION,"6,99","8,00%",4,683,No,0
23,male,Master,$90.839,0,RENT,$5.000,VENTURE,"11,34","6,00%",4,632,No,0
26,female,Associate,$63.488,4,RENT,$8.000,EDUCATION,"10,04","13,00%",4,548,Yes,0
26,female,Associate,$30.879,4,RENT,$3.000,DEBTCONSOLIDATION,"9,6","10,00%",4,627,Yes,0
24,male,High School,$127.809,0,MORTGAGE,$3.245,EDUCATION,"7,58","3,00%",4,643,Yes,0
23,male,High School,$29.661,0,RENT,$5.000,PERSONAL,"6,7","17,00%",4,593,No,0
23,male,Bachelor,$34.987,0,MORTGAGE,$8.000,EDUCATION,"11,24","23,00%",4,574,Yes,0
26,female,Associate,$91.228,3,RENT,$10.000,VENTURE,"7,18","11,00%",4,655,Yes,0
26,female,Associate,$68.111,6,RENT,$8.130,VENTURE,"12,63","12,00%",4,634,Yes,0
25,male,Bachelor,$54.938,2,RENT,$5.000,MEDICAL,"10,78","9,00%",4,635,No,0
23,female,Associate,$91.047,2,RENT,$10.000,PERSONAL,"12,97","11,00%",4,666,No,0
25,female,High School,$62.325,6,RENT,$14.991,DEBTCONSOLIDATION,"11,08","24,00%",4,682,Yes,0
27,female,Bachelor,$87.550,3,RENT,$7.000,PERSONAL,"10,16","8,00%",4,670,No,0
23,female,Master,$156.596,1,MORTGAGE,$30.000,DEBTCONSOLIDATION,"9,92","19,00%",4,532,Yes,0
27,male,Bachelor,$150.854,6,MORTGAGE,$15.628,PERSONAL,"9,18","10,00%",4,633,No,0
26,male,Bachelor,$63.214,2,MORTGAGE,$6.533,PERSONAL,"8,14","10,00%",4,618,Yes,0
24,male,Associate,$109.137,2,RENT,$15.000,HOMEIMPROVEMENT,"16,26","14,00%",4,624,Yes,0
26,male,High School,$104.461,1,MORTGAGE,$20.000,MEDICAL,"9,93","19,00%",4,584,Yes,0
26,male,Master,$39.909,5,MORTGAGE,$3.250,HOMEIMPROVEMENT,"6,99","8,00%",4,623,Yes,0
25,male,Master,$36.931,0,RENT,$7.000,MEDICAL,"10,14","19,00%",4,677,No,0
22,male,Bachelor,$31.015,0,RENT,$4.000,EDUCATION,"8,82","13,00%",4,657,Yes,0
25,female,Associate,$78.954,0,MORTGAGE,$12.000,VENTURE,"12,22","15,00%",4,524,No,0
24,female,Bachelor,$63.376,5,MORTGAGE,$6.000,VENTURE,"13,58","9,00%",4,674,No,0
28,male,High School,$51.230,4,RENT,$3.000,DEBTCONSOLIDATION,"12,31","6,00%",4,655,Yes,0
25,male,High School,$40.781,2,RENT,$5.000,EDUCATION,"11,67","12,00%",4,642,No,0
25,female,Associate,$51.320,0,MORTGAGE,$7.000,HOMEIMPROVEMENT,"8,59","14,00%",4,684,No,0
23,female,High School,$73.430,2,RENT,$7.000,DEBTCONSOLIDATION,"11,13","10,00%",4,597,Yes,0
24,female,Master,$54.750,0,RENT,$1.500,MEDICAL,"7,5","3,00%",4,606,No,0
25,male,Associate,$48.783,3,RENT,$8.044,PERSONAL,"9,46","16,00%",4,607,No,0
26,female,Bachelor,$88.457,2,MORTGAGE,$19.072,PERSONAL,"10,78","22,00%",4,651,Yes,0
24,female,Bachelor,$102.717,0,MORTGAGE,$7.000,DEBTCONSOLIDATION,"10,82","7,00%",4,608,Yes,0
22,male,Bachelor,$51.300,0,RENT,$7.000,VENTURE,"14,59","14,00%",4,624,Yes,0
23,male,High School,$102.728,0,OWN,$8.000,PERSONAL,"12,98","8,00%",4,502,Yes,0
27,female,High School,$92.458,4,RENT,$12.000,DEBTCONSOLIDATION,"8,51","13,00%",4,576,No,0
28,male,Master,$96.921,6,MORTGAGE,$3.000,MEDICAL,"5,91","3,00%",4,653,Yes,0
26,male,Master,$40.770,3,RENT,$4.801,VENTURE,"12,69","12,00%",4,689,Yes,0
24,female,Associate,$109.121,3,MORTGAGE,$9.500,DEBTCONSOLIDATION,"11,46","9,00%",4,651,No,0
23,female,Associate,$96.844,0,MORTGAGE,$10.000,PERSONAL,"7,65","10,00%",4,590,Yes,0
25,male,High School,$85.186,0,RENT,$7.200,HOMEIMPROVEMENT,"8,18","8,00%",4,569,No,0
26,male,High School,$187.107,5,MORTGAGE,$18.000,EDUCATION,"7,02","10,00%",4,674,Yes,0
27,female,High School,$63.154,5,MORTGAGE,$3.500,VENTURE,"8,14","6,00%",4,641,Yes,0
26,male,Associate,$102.924,4,RENT,$16.000,VENTURE,"13,28","16,00%",4,606,Yes,0
29,female,High School,$265.854,4,MORTGAGE,$8.423,DEBTCONSOLIDATION,"11,52","3,00%",4,662,No,0
24,male,High School,$38.368,2,RENT,$8.000,DEBTCONSOLIDATION,"6,78","21,00%",4,658,Yes,0
24,female,Associate,$54.988,2,RENT,$4.000,VENTURE,"13,62","7,00%",4,681,No,0
24,male,Bachelor,$63.281,3,RENT,$8.000,EDUCATION,"12,43","13,00%",4,704,Yes,0
25,male,Associate,$52.785,0,RENT,$8.000,MEDICAL,"8,63","15,00%",4,683,Yes,0
25,female,High School,$91.212,3,RENT,$10.000,VENTURE,"6,76","11,00%",4,573,Yes,0
26,male,Associate,$93.482,4,OWN,$2.797,DEBTCONSOLIDATION,"10,69","3,00%",4,597,Yes,0
23,male,High School,$44.489,0,RENT,$5.000,EDUCATION,"12,99","11,00%",4,655,Yes,0
26,male,Associate,$72.878,5,MORTGAGE,$20.000,EDUCATION,"11,01","27,00%",4,616,Yes,0
25,female,Bachelor,$63.417,3,MORTGAGE,$3.903,EDUCATION,"11,08","6,00%",4,590,Yes,0
23,male,Associate,$115.018,0,RENT,$10.000,VENTURE,"8,32","9,00%",4,644,Yes,0
26,male,High School,$29.811,4,RENT,$4.500,EDUCATION,"12,28","15,00%",4,673,No,0
25,female,Bachelor,$54.534,1,RENT,$7.500,MEDICAL,"10,78","14,00%",4,674,No,0
24,female,Bachelor,$82.345,0,RENT,$5.000,DEBTCONSOLIDATION,"11,96","6,00%",4,622,Yes,0
22,female,Bachelor,$48.834,0,RENT,$6.000,EDUCATION,"8,19","12,00%",4,654,Yes,0
27,male,Bachelor,$62.749,3,OWN,$15.000,EDUCATION,"8,13","24,00%",4,667,No,0
20,female,High School,$226.402,0,MORTGAGE,$2.000,VENTURE,"8,59","1,00%",4,531,Yes,0
25,male,Associate,$82.508,2,MORTGAGE,$8.449,MEDICAL,"7,88","10,00%",4,586,Yes,0
25,female,High School,$111.434,3,MORTGAGE,$25.000,EDUCATION,"12,7","22,00%",4,653,Yes,0
23,female,High School,$84.646,4,MORTGAGE,$17.000,PERSONAL,"8,88","20,00%",4,650,Yes,0
27,female,Doctorate,$87.766,5,MORTGAGE,$8.966,DEBTCONSOLIDATION,"10,98","10,00%",4,677,Yes,0
24,female,Associate,$50.564,2,RENT,$4.000,VENTURE,"11,01","8,00%",4,617,Yes,0
23,male,Master,$108.120,0,MORTGAGE,$16.000,VENTURE,"13,17","15,00%",4,632,Yes,0
23,female,Associate,$60.842,2,MORTGAGE,$10.000,EDUCATION,"6,03","16,00%",4,684,No,0
28,male,Bachelor,$60.688,4,RENT,$5.896,PERSONAL,"12,03","10,00%",4,651,No,0
23,female,Master,$72.725,0,RENT,$8.000,EDUCATION,"11,36","11,00%",4,626,No,0
25,male,Bachelor,$133.435,5,MORTGAGE,$8.000,VENTURE,"8,25","6,00%",4,634,No,0
25,female,Associate,$115.618,5,RENT,$12.000,EDUCATION,"11,23","10,00%",4,665,Yes,0
23,female,High School,$31.975,1,MORTGAGE,$7.024,DEBTCONSOLIDATION,"13,16","22,00%",4,673,Yes,0
26,female,Bachelor,$120.974,3,MORTGAGE,$15.000,DEBTCONSOLIDATION,"12,54","12,00%",4,542,Yes,0
25,female,Bachelor,$55.271,2,MORTGAGE,$5.000,EDUCATION,"9,57","9,00%",4,687,No,0
24,male,Associate,$37.073,0,RENT,$6.000,EDUCATION,"11,93","16,00%",4,623,No,0
23,male,Master,$49.247,5,MORTGAGE,$5.000,MEDICAL,"7,68","10,00%",4,627,No,0
23,female,Bachelor,$58.334,1,RENT,$8.000,DEBTCONSOLIDATION,"12,99","14,00%",4,663,Yes,0
23,female,High School,$30.894,0,RENT,$5.583,PERSONAL,"7,95","18,00%",4,646,Yes,0
24,female,Bachelor,$96.895,3,MORTGAGE,$10.000,MEDICAL,"9,07","10,00%",4,637,Yes,0
24,female,High School,$58.573,0,RENT,$2.800,VENTURE,"12,53","5,00%",4,647,Yes,0
21,female,Master,$32.546,0,RENT,$7.500,DEBTCONSOLIDATION,"7,12","23,00%",4,661,Yes,0
23,male,High School,$120.741,0,MORTGAGE,$10.000,EDUCATION,"10,25","8,00%",4,658,No,0
25,male,High School,$51.325,1,MORTGAGE,$22.267,VENTURE,"11,14","43,00%",4,705,Yes,0
24,female,Associate,$97.137,2,MORTGAGE,$6.000,DEBTCONSOLIDATION,"6,77","6,00%",4,677,Yes,0
26,female,Associate,$65.711,4,RENT,$6.600,PERSONAL,"11,97","10,00%",4,641,Yes,0
25,female,Associate,$25.861,4,RENT,$4.800,VENTURE,"8,9","19,00%",4,681,No,0
23,male,Bachelor,$102.162,0,MORTGAGE,$23.000,EDUCATION,"12,55","23,00%",4,619,Yes,0
26,female,High School,$85.288,3,RENT,$8.000,EDUCATION,"15,51","9,00%",4,663,No,0
24,male,Master,$120.949,0,RENT,$6.000,PERSONAL,"12,98","5,00%",4,667,No,0
22,female,Bachelor,$33.631,0,RENT,$8.000,VENTURE,9,"24,00%",4,599,Yes,0
27,male,Master,$72.905,7,MORTGAGE,$29.924,VENTURE,"14,17","41,00%",4,714,Yes,0
26,female,High School,$67.074,6,MORTGAGE,$6.338,EDUCATION,"10,66","9,00%",4,597,No,0
26,male,Associate,$52.858,5,MORTGAGE,$11.000,MEDICAL,"8,83","21,00%",4,601,No,0
25,male,Associate,$62.022,3,RENT,$9.000,EDUCATION,"11,77","15,00%",4,647,Yes,0
26,male,Bachelor,$69.516,1,MORTGAGE,$11.475,EDUCATION,"8,1","17,00%",4,676,Yes,0
24,male,Master,$130.618,0,MORTGAGE,$3.994,VENTURE,"12,69","3,00%",4,687,Yes,0
22,female,Bachelor,$36.519,0,RENT,$5.000,EDUCATION,"13,26","14,00%",4,476,Yes,0
25,female,Associate,$91.618,4,MORTGAGE,$14.500,MEDICAL,"9,63","16,00%",4,600,Yes,0
26,male,Bachelor,$45.379,1,RENT,$3.585,EDUCATION,"11,89","8,00%",4,492,Yes,0
23,male,Associate,$192.853,0,MORTGAGE,$7.000,EDUCATION,"8,96","4,00%",4,563,Yes,0
22,female,Bachelor,$51.350,0,RENT,$3.098,MEDICAL,"6,96","6,00%",4,607,Yes,0
24,female,Associate,$51.598,0,MORTGAGE,$19.200,VENTURE,"7,9","37,00%",4,598,No,0
25,male,Associate,$97.236,2,RENT,$10.000,VENTURE,"10,98","10,00%",4,688,No,0
24,male,High School,$43.109,5,RENT,$1.000,VENTURE,"12,44","2,00%",4,541,Yes,0
25,female,Bachelor,$43.827,3,MORTGAGE,$5.997,PERSONAL,"7,81","14,00%",4,633,Yes,0
26,male,Master,$58.445,6,RENT,$6.000,EDUCATION,"9,78","10,00%",4,701,No,0
23,female,Associate,$44.010,1,MORTGAGE,$18.367,PERSONAL,"7,89","42,00%",4,606,Yes,0
23,female,Bachelor,$72.644,0,RENT,$8.000,EDUCATION,"9,74","11,00%",4,710,Yes,0
24,female,High School,$54.840,0,MORTGAGE,$9.100,MEDICAL,"8,34","17,00%",4,655,No,0
22,female,Master,$59.950,3,MORTGAGE,$2.400,EDUCATION,"5,79","4,00%",4,663,Yes,0
25,female,High School,$97.252,3,MORTGAGE,$10.000,DEBTCONSOLIDATION,"6,51","10,00%",4,580,Yes,0
24,male,Bachelor,$78.712,2,RENT,$3.600,EDUCATION,"11,96","5,00%",4,658,No,0
23,male,Associate,$54.934,0,MORTGAGE,$3.200,MEDICAL,"6,88","6,00%",4,588,No,0
23,male,Master,$95.945,3,RENT,$11.066,HOMEIMPROVEMENT,"12,96","12,00%",4,625,Yes,0
25,female,Associate,$40.975,1,RENT,$3.235,VENTURE,"7,03","8,00%",4,568,No,0
26,female,Bachelor,$80.460,5,MORTGAGE,$15.000,VENTURE,"10,27","19,00%",4,674,Yes,0
24,female,Associate,$32.484,0,RENT,$7.138,EDUCATION,"6,06","22,00%",4,660,Yes,0
25,female,Master,$52.699,3,RENT,$2.067,EDUCATION,"11,45","4,00%",4,649,Yes,0
24,male,Master,$109.156,0,MORTGAGE,$7.500,DEBTCONSOLIDATION,"11,02","7,00%",4,673,No,0
23,female,Bachelor,$60.901,0,RENT,$7.200,VENTURE,"10,1","12,00%",4,654,Yes,0
24,female,Bachelor,$91.150,5,RENT,$12.000,PERSONAL,"12,04","13,00%",4,658,Yes,0
26,male,Associate,$48.922,3,RENT,$3.600,EDUCATION,"7,5","7,00%",4,590,Yes,0
25,female,High School,$87.319,2,RENT,$8.000,DEBTCONSOLIDATION,"8,35","9,00%",4,691,Yes,0
22,male,High School,$79.142,0,RENT,$13.000,EDUCATION,"14,24","16,00%",4,694,Yes,0
24,female,High School,$41.374,2,RENT,$4.450,MEDICAL,"11,49","11,00%",4,565,Yes,0
24,male,Associate,$133.084,4,RENT,$20.000,VENTURE,"10,45","15,00%",4,625,Yes,0
25,male,Associate,$73.368,1,MORTGAGE,$4.000,EDUCATION,"6,45","5,00%",4,691,Yes,0
24,male,High School,$103.004,0,MORTGAGE,$9.600,EDUCATION,"10,9","9,00%",4,622,No,0
23,male,Associate,$58.762,0,RENT,$7.200,PERSONAL,"12,76","12,00%",4,515,Yes,0
24,male,Bachelor,$68.399,0,RENT,$12.000,EDUCATION,"9,11","18,00%",4,504,Yes,0
26,male,Bachelor,$71.472,1,RENT,$8.299,PERSONAL,"9,7","12,00%",4,665,Yes,0
27,female,Bachelor,$37.088,2,RENT,$2.000,VENTURE,"11,23","5,00%",4,617,Yes,0
24,male,Master,$55.205,6,MORTGAGE,$9.166,MEDICAL,"10,69","17,00%",4,663,Yes,0
23,male,Master,$103.741,0,MORTGAGE,$12.000,HOMEIMPROVEMENT,"10,54","12,00%",4,627,Yes,0
26,male,Associate,$24.952,4,RENT,$4.000,PERSONAL,"13,63","16,00%",4,675,No,0
24,male,Bachelor,$138.856,4,MORTGAGE,$12.000,EDUCATION,"6,4","9,00%",4,645,No,0
23,male,High School,$60.900,0,RENT,$10.000,EDUCATION,"7,56","16,00%",4,637,Yes,0
21,male,Associate,$49.189,1,OWN,$15.000,MEDICAL,"13,16","30,00%",4,573,Yes,0
25,male,Bachelor,$51.290,3,RENT,$4.800,DEBTCONSOLIDATION,"12,98","9,00%",4,643,Yes,0
26,male,Bachelor,$84.644,2,MORTGAGE,$7.000,MEDICAL,"13,91","8,00%",4,640,Yes,0
22,female,High School,$70.698,0,RENT,$10.000,EDUCATION,"11,08","14,00%",4,565,Yes,0
23,male,Bachelor,$49.066,0,MORTGAGE,$5.000,MEDICAL,"16,06","10,00%",4,638,Yes,0
25,male,Bachelor,$108.981,2,MORTGAGE,$5.000,VENTURE,"7,23","5,00%",4,624,No,0
25,female,High School,$61.094,2,MORTGAGE,$6.400,VENTURE,"8,32","10,00%",4,610,No,0
27,male,Bachelor,$121.029,5,MORTGAGE,$12.000,HOMEIMPROVEMENT,"8,22","10,00%",4,628,Yes,0
24,male,High School,$41.013,1,RENT,$10.000,MEDICAL,"11,06","24,00%",4,614,No,0
25,female,High School,$74.703,4,MORTGAGE,$13.000,VENTURE,"9,96","17,00%",4,598,Yes,0
23,female,High School,$67.131,0,RENT,$13.485,MEDICAL,"9,6","20,00%",4,633,No,0
24,female,Bachelor,$109.135,3,MORTGAGE,$15.000,MEDICAL,"8,51","14,00%",4,684,No,0
27,female,Master,$26.297,1,RENT,$1.865,MEDICAL,"11,56","7,00%",4,573,Yes,0
24,male,Associate,$71.128,0,RENT,$8.000,PERSONAL,"11,61","11,00%",4,585,No,0
26,male,High School,$90.831,1,MORTGAGE,$15.369,VENTURE,"6,52","17,00%",4,642,Yes,0
26,male,High School,$37.389,3,RENT,$5.000,PERSONAL,"11,01","13,00%",4,685,Yes,0
24,female,Associate,$61.013,0,RENT,$7.500,PERSONAL,"9,56","12,00%",4,607,Yes,0
27,female,Master,$97.016,5,RENT,$8.000,PERSONAL,"13,21","8,00%",4,653,Yes,0
27,female,Master,$259.120,6,MORTGAGE,$12.581,EDUCATION,"9,45","5,00%",4,637,Yes,0
23,male,Associate,$144.115,0,MORTGAGE,$12.000,EDUCATION,"8,42","8,00%",4,575,Yes,0
24,female,Associate,$67.014,0,MORTGAGE,$15.000,EDUCATION,"9,59","22,00%",4,605,Yes,0
25,female,Associate,$168.848,2,RENT,$20.000,EDUCATION,"6,54","12,00%",4,665,No,0
25,female,Bachelor,$44.494,2,RENT,$1.200,MEDICAL,"9,87","3,00%",4,545,Yes,0
24,female,High School,$120.766,3,MORTGAGE,$10.197,EDUCATION,"12,99","8,00%",4,695,Yes,0
24,male,Bachelor,$144.841,2,MORTGAGE,$20.000,HOMEIMPROVEMENT,"11,7","14,00%",4,604,Yes,0
25,female,High School,$57.827,0,RENT,$6.000,PERSONAL,"11,6","10,00%",4,589,Yes,0
26,male,High School,$29.559,4,RENT,$5.000,DEBTCONSOLIDATION,"12,59","17,00%",4,667,Yes,0
23,male,Associate,$58.839,2,MORTGAGE,$3.500,MEDICAL,"11,4","6,00%",4,556,Yes,0
26,female,High School,$43.384,3,RENT,$10.503,MEDICAL,"7,49","24,00%",4,547,No,0
23,male,Associate,$142.058,4,MORTGAGE,$15.000,PERSONAL,"6,03","11,00%",4,610,Yes,0
24,female,High School,$69.352,0,RENT,$9.573,PERSONAL,"9,52","14,00%",4,545,Yes,0
23,female,High School,$29.668,0,MORTGAGE,$1.294,VENTURE,"6,34","4,00%",4,664,No,0
24,female,Associate,$33.672,0,RENT,$5.000,EDUCATION,"11,01","15,00%",4,625,No,0
26,male,Associate,$53.898,3,OWN,$14.105,VENTURE,"12,57","26,00%",4,661,Yes,0
22,male,High School,$28.585,0,RENT,$4.842,EDUCATION,"13,52","17,00%",4,658,Yes,0
22,male,Associate,$129.448,3,RENT,$10.000,VENTURE,"7,23","8,00%",4,671,Yes,0
23,female,High School,$87.407,4,MORTGAGE,$12.000,PERSONAL,"7,11","14,00%",4,599,Yes,0
